Time;Head;Neck;Spine Shoulder;Spine Mid;Spine Base;R Shoulder;R Elbow;R Wrist;R Hand;R Hand Tip;
1523791437723;0.102838 0.467555 3.41743;0.178048 0.330514 3.36515;0.179716 0.241637 3.37792;0.184548 -0.0285515 3.40566;0.191767 -0.394681 3.431;0.283182 0.191018 3.25302;0.38399 -0.0576385 3.25302;0.405625 -0.373323 3.19378;0.41587 -0.463804 3.18545;0.428078 -0.545682 3.21917;
1523791437754;0.105978 0.469122 3.41548;0.178729 0.330722 3.36481;0.180391 0.242002 3.37751;0.185157 -0.0276798 3.40499;0.19194 -0.392846 3.42998;0.284297 0.192008 3.24935;0.382985 -0.0576643 3.24935;0.405794 -0.372718 3.18737;0.413755 -0.46347 3.17991;0.429888 -0.546126 3.22183;
1523791437787;0.110552 0.471483 3.4128;0.1797 0.331249 3.36475;0.181142 0.242672 3.37741;0.185347 -0.0264963 3.40482;0.19068 -0.390169 3.42977;0.283895 0.193224 3.24653;0.3809 -0.0572037 3.24653;0.404228 -0.373397 3.18511;0.408025 -0.46019 3.17789;0.424476 -0.536105 3.20379;
1523791437823;0.11267 0.472335 3.40976;0.180572 0.331714 3.36497;0.181853 0.242961 3.37756;0.185678 -0.0266023 3.40483;0.190891 -0.391277 3.42968;0.282503 0.192751 3.24824;0.377608 -0.0581791 3.24824;0.401096 -0.373301 3.17985;0.386996 -0.460257 3.19381;0.422285 -0.548199 3.22183;
1523791437862;0.112516 0.472134 3.40801;0.181372 0.332278 3.36563;0.182491 0.243388 3.37795;0.185915 -0.0265226 3.40477;0.190961 -0.391592 3.42905;0.28143 0.193641 3.24747;0.372769 -0.0586517 3.24747;0.391781 -0.373714 3.17093;0.377648 -0.461039 3.18593;0.408503 -0.546827 3.21543;
1523791437889;0.115914 0.473195 3.4047;0.182044 0.332497 3.36667;0.18296 0.243525 3.37874;0.185941 -0.0265966 3.405;0.190332 -0.39222 3.42912;0.279627 0.194322 3.24674;0.366772 -0.059474 3.24674;0.379938 -0.37393 3.16323;0.356473 -0.45436 3.17692;0.377147 -0.543362 3.20296;
1523791437924;0.118345 0.473925 3.40338;0.182291 0.332443 3.36733;0.183105 0.243572 3.37892;0.186153 -0.0261354 3.40405;0.19016 -0.389979 3.42181;0.27631 0.194922 3.24702;0.358631 -0.0661732 3.24702;0.36384 -0.361898 3.15627;0.336163 -0.447908 3.17029;0.356232 -0.542576 3.18559;
1523791437953;0.118287 0.472852 3.40303;0.182502 0.331998 3.36968;0.183122 0.24366 3.38017;0.185567 -0.0249571 3.40382;0.186696 -0.384523 3.41846;0.271071 0.196095 3.24791;0.349416 -0.0602731 3.24791;0.350085 -0.365705 3.14983;0.320471 -0.456235 3.16248;0.333877 -0.54982 3.18937;
1523791437985;0.11896 0.472229 3.40473;0.180946 0.330955 3.37463;0.181125 0.243312 3.38458;0.181703 -0.0235082 3.40646;0.17867 -0.381246 3.42141;0.26836 0.196154 3.25386;0.341858 -0.0610022 3.25386;0.333447 -0.363416 3.14451;0.297146 -0.448987 3.15982;0.305186 -0.546039 3.1771;
1523791438023;0.11726 0.47268 3.41227;0.18021 0.331003 3.3777;0.180113 0.243016 3.38725;0.179666 -0.0248593 3.40775;0.174175 -0.387455 3.42195;0.255563 0.199051 3.26121;0.330166 -0.0572686 3.26121;0.318534 -0.357818 3.14355;0.279932 -0.446821 3.15665;0.283112 -0.538641 3.16502;
1523791438054;0.118446 0.466872 3.42131;0.171487 0.333636 3.42504;0.170198 0.246852 3.42818;0.167395 -0.0187096 3.43039;0.162192 -0.379685 3.43103;0.246713 0.19857 3.26665;0.316225 -0.0596551 3.26665;0.306304 -0.354895 3.14514;0.264951 -0.443691 3.15871;0.266536 -0.539371 3.1729;
1523791438086;0.115234 0.466669 3.42745;0.168252 0.3317 3.42767;0.166376 0.246535 3.43222;0.158304 -0.00881304 3.44181;0.142802 -0.339046 3.4512;0.236126 0.19985 3.27645;0.299872 -0.0591198 3.27645;0.276414 -0.394806 3.15451;0.256017 -0.453283 3.16066;0.264716 -0.54078 3.17385;
1523791438120;0.111018 0.468577 3.43628;0.166625 0.331873 3.43008;0.164133 0.247135 3.43611;0.155615 -0.00820948 3.44723;0.141283 -0.344607 3.45564;0.229204 0.199486 3.28158;0.287944 -0.0602451 3.28158;0.273897 -0.364524 3.14684;0.249302 -0.447669 3.16154;0.262138 -0.540934 3.1719;
1523791438154;0.108983 0.470478 3.44203;0.163206 0.332278 3.4337;0.16003 0.247881 3.44051;0.150133 -0.00747177 3.45218;0.135387 -0.347786 3.45908;0.221495 0.199978 3.28841;0.277611 -0.0602615 3.28841;0.272291 -0.364033 3.14682;0.245422 -0.4483 3.16287;0.251997 -0.541127 3.17655;
1523791438188;0.105714 0.47346 3.45045;0.16022 0.333921 3.43835;0.156157 0.24991 3.44635;0.143214 -0.00509343 3.46106;0.124407 -0.348624 3.47087;0.212777 0.197863 3.29506;0.272052 -0.060903 3.29506;0.27139 -0.363774 3.14887;0.238648 -0.448552 3.16928;0.247847 -0.54063 3.18266;
1523791438220;0.105428 0.473118 3.45757;0.151542 0.33303 3.45261;0.147494 0.248989 3.4605;0.134946 -0.00660326 3.47388;0.117266 -0.351963 3.48129;0.206756 0.198665 3.30265;0.267735 -0.0585879 3.30265;0.269044 -0.364846 3.15024;0.236206 -0.447128 3.17046;0.246104 -0.531828 3.17985;
1523791438252;0.104565 0.473598 3.46413;0.147479 0.331879 3.45787;0.14394 0.248014 3.46489;0.132646 -0.00726161 3.47615;0.116207 -0.352509 3.48179;0.204685 0.199019 3.3051;0.264527 -0.058794 3.3051;0.259711 -0.368851 3.15609;0.229533 -0.439976 3.17703;0.242625 -0.525501 3.18783;
1523791438286;0.101587 0.475666 3.47315;0.146202 0.331568 3.4588;0.143091 0.248021 3.46552;0.132437 -0.00668165 3.47629;0.117259 -0.349727 3.48074;0.199795 0.197932 3.30825;0.26054 -0.0596381 3.30825;0.248103 -0.371638 3.16354;0.222179 -0.439622 3.18278;0.224353 -0.53287 3.18768;
1523791438319;0.0995133 0.478008 3.47435;0.144999 0.335104 3.46278;0.141693 0.251338 3.46894;0.130819 -0.0039853 3.478;0.115588 -0.348228 3.48069;0.197424 0.197186 3.31026;0.257543 -0.0607545 3.31026;0.246112 -0.369937 3.16418;0.215979 -0.432319 3.18619;0.228546 -0.523048 3.19386;
1523791438355;0.0970603 0.478768 3.47846;0.143485 0.33537 3.46452;0.140554 0.251748 3.47022;0.13048 -0.00335262 3.47826;0.115908 -0.346962 3.47973;0.195516 0.198315 3.31162;0.253724 -0.0672366 3.31162;0.243679 -0.371702 3.16702;0.215563 -0.437898 3.1893;0.232192 -0.517878 3.19944;
1523791438387;0.0963876 0.479341 3.48014;0.142165 0.33573 3.46627;0.139627 0.252169 3.47116;0.130098 -0.00261529 3.47777;0.116494 -0.344476 3.47325;0.192508 0.197488 3.31281;0.252372 -0.0658198 3.31281;0.242169 -0.373719 3.17098;0.212749 -0.43981 3.19172;0.22392 -0.525801 3.20177;
1523791438421;0.0945767 0.479546 3.48095;0.141527 0.336294 3.46695;0.138976 0.25304 3.4716;0.129432 0.000254854 3.47669;0.116398 -0.338485 3.46889;0.190716 0.198285 3.31351;0.248895 -0.0626943 3.31351;0.243835 -0.372486 3.17318;0.20931 -0.433917 3.19238;0.217802 -0.519039 3.20244;
1523791438452;0.0924394 0.479991 3.48113;0.140732 0.336951 3.46635;0.138124 0.253834 3.47097;0.128692 0.00130638 3.47572;0.116075 -0.338153 3.4685;0.189203 0.199537 3.31406;0.241618 -0.102913 3.31406;0.242742 -0.36624 3.17733;0.207887 -0.423563 3.18952;0.222857 -0.501005 3.19368;
1523791438485;0.0814523 0.474977 3.47974;0.139949 0.336865 3.467;0.137292 0.253924 3.47142;0.127655 0.00188634 3.47544;0.114323 -0.33712 3.46727;0.187958 0.200046 3.3141;0.237388 -0.060614 3.3141;0.233148 -0.322626 3.18095;0.203789 -0.368772 3.19704;0.212006 -0.451598 3.1681;
1523791438521;0.0816749 0.475771 3.47962;0.138459 0.336333 3.46533;0.13573 0.253653 3.46989;0.126014 0.00222043 3.47402;0.112736 -0.336635 3.46665;0.18711 0.200417 3.31413;0.237237 -0.0601108 3.31413;0.232025 -0.321816 3.17956;0.200258 -0.3854 3.18878;0.207113 -0.468622 3.16938;
1523791438552;0.0813222 0.475123 3.47742;0.138123 0.33617 3.4645;0.135258 0.25359 3.46903;0.125154 0.00244873 3.47284;0.111326 -0.336358 3.46558;0.185322 0.199207 3.31287;0.232633 -0.0824578 3.31287;0.19351 -0.390712 3.19461;0.177965 -0.447654 3.20004;0.197322 -0.539206 3.22531;
1523791438585;0.0814173 0.47557 3.47589;0.137159 0.335741 3.46182;0.134246 0.25301 3.46606;0.124264 0.00113887 3.46858;0.110679 -0.339622 3.45995;0.183064 0.19621 3.31104;0.232119 -0.0807412 3.31104;0.23109 -0.368904 3.17869;0.195815 -0.437494 3.18065;0.203892 -0.526885 3.19933;
1523791438619;0.0846216 0.476888 3.46604;0.135861 0.335704 3.45354;0.132332 0.253422 3.45839;0.120777 0.00275534 3.4622;0.104597 -0.336606 3.45526;0.181064 0.192888 3.30594;0.231059 -0.0790976 3.30594;0.224924 -0.364241 3.1792;0.193447 -0.432723 3.17519;0.205625 -0.524456 3.19633;
1523791438652;0.0835051 0.475421 3.45921;0.135371 0.33555 3.44965;0.131568 0.253449 3.4546;0.119322 0.00328768 3.45881;0.102296 -0.335624 3.45275;0.179557 0.191915 3.30215;0.226687 -0.0665896 3.30215;0.219253 -0.336216 3.17387;0.17723 -0.423738 3.18256;0.189672 -0.517877 3.1883;
1523791438685;0.0844426 0.477001 3.45322;0.135531 0.337065 3.44441;0.131403 0.254515 3.44997;0.118478 0.00327622 3.45575;0.10069 -0.336819 3.45109;0.17688 0.190503 3.29789;0.225507 -0.0688426 3.29789;0.216058 -0.334867 3.17234;0.175725 -0.423533 3.18046;0.184943 -0.515615 3.18202;
1523791438721;0.085423 0.478274 3.44887;0.135445 0.337904 3.44011;0.131167 0.255114 3.44617;0.117917 0.00321817 3.45343;0.099889 -0.337507 3.45032;0.174088 0.199992 3.28936;0.223458 -0.063106 3.28936;0.199451 -0.36125 3.16757;0.180147 -0.442433 3.16717;0.177928 -0.523246 3.18578;
1523791438753;0.0865263 0.482775 3.44309;0.134418 0.340533 3.43168;0.129833 0.25733 3.43955;0.116137 0.00432208 3.45097;0.0969802 -0.337193 3.451;0.17363 0.199333 3.28631;0.221584 -0.104393 3.28631;0.197253 -0.368704 3.16517;0.179185 -0.44418 3.16708;0.171211 -0.525266 3.19173;
1523791438786;0.0861341 0.482655 3.4397;0.13397 0.340622 3.42896;0.129271 0.256864 3.43695;0.114908 0.00170023 3.44881;0.0936753 -0.347132 3.45116;0.171858 0.198553 3.28339;0.219468 -0.0858153 3.28339;0.196635 -0.363671 3.16486;0.164232 -0.448703 3.18652;0.172285 -0.546054 3.21201;
1523791438821;0.0856963 0.483289 3.43324;0.133899 0.341653 3.42331;0.129121 0.257426 3.43212;0.114568 0.00126279 3.44667;0.0935051 -0.347576 3.45112;0.170171 0.196541 3.27982;0.219218 -0.0826434 3.27982;0.195352 -0.364174 3.16407;0.16262 -0.447966 3.18495;0.173544 -0.538283 3.21067;
1523791438858;0.0855543 0.483682 3.43132;0.134259 0.342624 3.42247;0.12937 0.258083 3.43135;0.114559 0.00124223 3.44628;0.093321 -0.348177 3.45124;0.169382 0.197421 3.27809;0.218935 -0.0800163 3.27809;0.192972 -0.365624 3.1632;0.160309 -0.446331 3.1842;0.169802 -0.53738 3.2123;
1523791438888;0.0860237 0.484166 3.43125;0.133813 0.342599 3.42197;0.128925 0.258089 3.43056;0.11417 0.0012439 3.44458;0.0933902 -0.348003 3.44953;0.168917 0.197978 3.27644;0.218817 -0.0833197 3.27644;0.188646 -0.364483 3.16238;0.159533 -0.447467 3.19025;0.162629 -0.537076 3.20929;
1523791438920;0.0857904 0.485007 3.43053;0.134116 0.343779 3.42168;0.129105 0.258845 3.43016;0.114085 0.00121848 3.44407;0.0927546 -0.349421 3.44865;0.169624 0.199181 3.27447;0.219051 -0.0854725 3.27447;0.185208 -0.363977 3.16187;0.156942 -0.445185 3.18827;0.159559 -0.536733 3.21284;
1523791438952;0.0866747 0.485666 3.43141;0.133923 0.34377 3.42184;0.128878 0.258869 3.43025;0.113475 0.00128199 3.44398;0.0914685 -0.349096 3.4486;0.168641 0.199565 3.27458;0.219506 -0.0816425 3.27458;0.181353 -0.364477 3.16257;0.155506 -0.445644 3.19269;0.153363 -0.537949 3.21744;
1523791438985;0.0866775 0.486159 3.4318;0.133444 0.344277 3.42276;0.128424 0.259024 3.4309;0.11257 0.000174826 3.44458;0.0892204 -0.35442 3.44997;0.168606 0.199599 3.27454;0.219642 -0.0797425 3.27454;0.17752 -0.365752 3.16308;0.149017 -0.445827 3.19419;0.153421 -0.535012 3.21878;
1523791439020;0.0862722 0.486361 3.43336;0.131935 0.34387 3.42374;0.127161 0.25858 3.43141;0.111533 -0.000695782 3.44409;0.0886183 -0.355519 3.44812;0.16653 0.199092 3.27603;0.219674 -0.0783371 3.27603;0.174988 -0.366032 3.16293;0.147155 -0.435017 3.19275;0.14523 -0.526605 3.21483;
1523791439053;0.0861156 0.485984 3.43528;0.129303 0.343277 3.42732;0.124922 0.25783 3.4337;0.109984 -0.00197332 3.44409;0.087206 -0.357743 3.44545;0.164638 0.199183 3.27818;0.21962 -0.0774688 3.27818;0.171697 -0.367476 3.16331;0.145177 -0.432324 3.19271;0.138511 -0.525141 3.21179;
1523791439086;0.0856461 0.485942 3.43879;0.127104 0.343068 3.43183;0.12279 0.25785 3.43705;0.108519 -0.00167312 3.44468;0.0855715 -0.356082 3.44396;0.161583 0.198208 3.28067;0.217357 -0.0760639 3.28067;0.170242 -0.368058 3.16386;0.143296 -0.431176 3.19185;0.142698 -0.524543 3.20756;
1523791439119;0.0841688 0.486424 3.44688;0.12407 0.341202 3.43479;0.120305 0.256294 3.43887;0.107132 -0.00274071 3.44397;0.0852733 -0.357077 3.43753;0.159493 0.198864 3.28335;0.214814 -0.0751804 3.28335;0.169167 -0.366997 3.16467;0.145361 -0.431487 3.19172;0.145153 -0.526507 3.20834;
1523791439153;0.0831803 0.485076 3.45028;0.121324 0.340769 3.44211;0.11739 0.255621 3.44475;0.104722 -0.00368138 3.44545;0.083385 -0.357886 3.4365;0.157283 0.197651 3.28523;0.211504 -0.0749181 3.28523;0.16923 -0.36672 3.16501;0.145846 -0.429666 3.19005;0.159078 -0.517649 3.20276;
1523791439187;0.0806522 0.485109 3.4528;0.12005 0.342076 3.44698;0.115974 0.256812 3.44852;0.1034 -0.00294597 3.44611;0.0815516 -0.356195 3.43392;0.156068 0.197323 3.28674;0.209306 -0.0739502 3.28674;0.173635 -0.347389 3.16708;0.149375 -0.410329 3.18773;0.165829 -0.506885 3.18591;
1523791439219;0.0804069 0.486321 3.45476;0.118867 0.342688 3.44817;0.114681 0.25729 3.44961;0.10179 -0.00288111 3.44631;0.0800332 -0.356579 3.4325;0.153068 0.196865 3.28963;0.208611 -0.0739071 3.28963;0.173717 -0.34782 3.16701;0.151408 -0.412057 3.18683;0.170481 -0.508175 3.19215;
1523791439253;0.07586 0.487581 3.46036;0.118122 0.343495 3.44947;0.113592 0.258369 3.45099;0.0993433 -0.00080855 3.44715;0.0762387 -0.352399 3.4316;0.151636 0.197234 3.29059;0.207205 -0.0726798 3.29059;0.171797 -0.357487 3.16405;0.146637 -0.425456 3.18798;0.153973 -0.522083 3.19488;
1523791439288;0.0743479 0.490613 3.46528;0.117041 0.346119 3.45295;0.11191 0.261367 3.45511;0.0956222 0.00309315 3.45241;0.0709022 -0.347496 3.438;0.15104 0.198688 3.29182;0.201719 -0.0828013 3.29182;0.169817 -0.361353 3.16236;0.142971 -0.429717 3.18512;0.154096 -0.525034 3.19774;
1523791439321;0.0737377 0.491258 3.46763;0.114063 0.345969 3.45517;0.109232 0.261444 3.45718;0.0939386 0.00369243 3.45375;0.0704965 -0.346477 3.43868;0.148047 0.199981 3.2937;0.199585 -0.0803992 3.2937;0.168143 -0.361961 3.16116;0.138127 -0.416607 3.18377;0.145 -0.512493 3.18918;
1523791439358;0.0729301 0.491755 3.46768;0.112799 0.346305 3.45518;0.108177 0.261792 3.4573;0.093413 0.00407201 3.45397;0.0706572 -0.345897 3.43906;0.147138 0.200543 3.29416;0.196942 -0.0795302 3.29416;0.167035 -0.358397 3.15958;0.131935 -0.418351 3.18461;0.135612 -0.515763 3.18979;
1523791439388;0.0703822 0.492022 3.46837;0.110249 0.346477 3.45564;0.105719 0.261896 3.45837;0.0909403 0.00397921 3.45743;0.0693224 -0.346352 3.44826;0.144551 0.200459 3.29576;0.187885 -0.059815 3.29576;0.164354 -0.321492 3.15792;0.130642 -0.410876 3.18164;0.133128 -0.507745 3.1878;
1523791439420;0.0692322 0.492344 3.46846;0.10834 0.346244 3.45477;0.104246 0.261649 3.45803;0.0902642 0.00369858 3.45791;0.069435 -0.346828 3.44972;0.144053 0.203541 3.296;0.180753 -0.101029 3.296;0.135625 -0.361962 3.16872;0.123731 -0.421827 3.18369;0.124049 -0.523169 3.19374;
1523791439452;0.0687578 0.492186 3.46864;0.107692 0.346074 3.45507;0.10357 0.261398 3.45843;0.0897383 0.00320866 3.4586;0.0694258 -0.347497 3.45032;0.143869 0.203515 3.2962;0.177209 -0.116451 3.2962;0.103436 -0.404147 3.17607;0.116137 -0.448989 3.18489;0.124373 -0.526264 3.1862;
1523791439487;0.0680027 0.49245 3.4688;0.107276 0.346548 3.45559;0.103106 0.261895 3.45889;0.089276 0.00376551 3.4588;0.0690322 -0.346665 3.44987;0.141629 0.203168 3.29719;0.175943 -0.110294 3.29719;0.11376 -0.39524 3.16846;0.115837 -0.447683 3.1835;0.118394 -0.527112 3.19423;
1523791439522;0.067721 0.492469 3.46827;0.105047 0.346607 3.45683;0.101342 0.262046 3.45981;0.0887319 0.00403252 3.45898;0.0692594 -0.346042 3.44932;0.141195 0.203945 3.29768;0.172705 -0.121017 3.29768;0.119302 -0.385461 3.16457;0.110914 -0.460751 3.1911;0.106198 -0.542453 3.21988;
1523791439553;0.0673469 0.493047 3.46779;0.103889 0.347256 3.45722;0.100403 0.262691 3.45994;0.0882992 0.00488458 3.45837;0.0704042 -0.343743 3.44539;0.140884 0.204506 3.29758;0.171615 -0.123001 3.29758;0.119532 -0.382894 3.16221;0.112018 -0.44668 3.18378;0.107293 -0.535502 3.20979;
1523791439586;0.0665694 0.493038 3.46785;0.103548 0.347283 3.45705;0.100084 0.262695 3.45981;0.0881615 0.00484556 3.45831;0.0704399 -0.343912 3.44536;0.13971 0.205093 3.29809;0.168691 -0.110662 3.29809;0.119476 -0.379122 3.16221;0.110137 -0.440672 3.18397;0.101562 -0.534987 3.20725;
1523791439621;0.066287 0.49362 3.46812;0.103067 0.347906 3.45761;0.0996139 0.263224 3.46038;0.0878927 0.00509526 3.45875;0.0704481 -0.343997 3.44573;0.139104 0.2059 3.2988;0.165318 -0.0898921 3.2988;0.117739 -0.377266 3.16271;0.108111 -0.43895 3.18253;0.0986094 -0.526489 3.19621;
1523791439655;0.0655905 0.493471 3.46772;0.102824 0.347957 3.45743;0.0993689 0.263286 3.45999;0.0878961 0.00522245 3.45699;0.0720873 -0.34418 3.44011;0.138585 0.206388 3.29879;0.163411 -0.0843488 3.29879;0.114221 -0.37759 3.15964;0.108972 -0.439249 3.1791;0.0875468 -0.533772 3.19935;
1523791439685;0.0650345 0.493514 3.46788;0.102965 0.348085 3.45728;0.0994566 0.263423 3.45993;0.0879383 0.00554652 3.45718;0.0719068 -0.343185 3.44188;0.138274 0.206411 3.29894;0.162105 -0.083687 3.29894;0.10955 -0.376117 3.15867;0.104864 -0.434758 3.17585;0.0877993 -0.526797 3.19164;
1523791439721;0.0625058 0.493375 3.46714;0.10284 0.348606 3.45645;0.0993953 0.263855 3.4594;0.0880215 0.00580474 3.45718;0.0724827 -0.342835 3.44303;0.137819 0.20749 3.29861;0.158308 -0.0889384 3.29861;0.0999709 -0.376007 3.15775;0.0999004 -0.436368 3.17481;0.0824691 -0.533131 3.18968;
1523791439753;0.0621728 0.493556 3.46733;0.10278 0.348818 3.4565;0.099414 0.264075 3.45933;0.0887363 0.00631482 3.45621;0.0755654 -0.342376 3.43926;0.137507 0.207956 3.29883;0.156239 -0.0900184 3.29883;0.0965417 -0.374901 3.1569;0.0930161 -0.436082 3.1711;0.0733603 -0.529781 3.18758;
1523791439787;0.06016 0.493964 3.46754;0.102455 0.349696 3.4566;0.0992082 0.264949 3.45943;0.0888941 0.00717153 3.45652;0.0761279 -0.341513 3.44035;0.136986 0.208256 3.29904;0.153754 -0.0852427 3.29904;0.0916889 -0.373687 3.15488;0.087789 -0.435073 3.17021;0.0614455 -0.523234 3.17946;
1523791439820;0.0597667 0.49406 3.4672;0.102494 0.349843 3.45603;0.0993197 0.265106 3.45895;0.0891913 0.00731021 3.45635;0.0767481 -0.34144 3.44072;0.136228 0.208055 3.29924;0.150688 -0.0815051 3.29924;0.0890452 -0.371509 3.15319;0.0813415 -0.434578 3.16755;0.0547773 -0.523689 3.18076;
1523791439854;0.0595773 0.49451 3.4669;0.102736 0.350583 3.45618;0.0996593 0.265969 3.45898;0.0899563 0.00856787 3.45604;0.0777993 -0.340013 3.44016;0.136068 0.208149 3.29933;0.147667 -0.0782415 3.29933;0.0839354 -0.354534 3.1529;0.0734575 -0.430463 3.16787;0.0431716 -0.522026 3.17763;
1523791439886;0.0593612 0.495223 3.46728;0.103688 0.350929 3.45442;0.100444 0.266349 3.45761;0.0903039 0.00886771 3.4557;0.0778462 -0.339718 3.44052;0.136321 0.209022 3.29951;0.144277 -0.0761212 3.29951;0.0824463 -0.352604 3.15242;0.0701612 -0.429268 3.16721;0.0369526 -0.520122 3.17483;
1523791439921;0.059522 0.496821 3.46693;0.106862 0.353363 3.45355;0.103019 0.268368 3.45715;0.0915583 0.00990727 3.45627;0.0780292 -0.339299 3.44325;0.136396 0.209017 3.29948;0.141069 -0.0732229 3.29948;0.0769965 -0.354902 3.15045;0.0643269 -0.427557 3.16725;0.0279143 -0.516252 3.16864;
1523791439954;0.0605439 0.497093 3.46736;0.109051 0.354037 3.45391;0.105005 0.269125 3.45763;0.0929671 0.01082 3.45736;0.0783554 -0.338272 3.44582;0.136864 0.208774 3.29918;0.138838 -0.0639698 3.29918;0.0716457 -0.349182 3.14821;0.0541547 -0.428877 3.16284;0.019584 -0.519017 3.16801;
1523791439989;0.06227 0.497899 3.46737;0.109366 0.354308 3.45385;0.105352 0.269338 3.45764;0.093483 0.0108247 3.45775;0.0790558 -0.339178 3.44748;0.137479 0.208861 3.2989;0.13775 -0.061784 3.2989;0.0694665 -0.346504 3.14837;0.0503607 -0.42738 3.1669;0.0148225 -0.517567 3.17497;
1523791440025;0.0646918 0.498838 3.46697;0.110782 0.355108 3.4541;0.106651 0.269942 3.45802;0.0945119 0.0108789 3.45872;0.0795589 -0.340278 3.44982;0.137834 0.208737 3.29928;0.135973 -0.0617611 3.29928;0.0637271 -0.331964 3.14643;0.0389052 -0.425013 3.1638;0.00169142 -0.511682 3.16363;
1523791440054;0.0657606 0.497838 3.46671;0.112124 0.354797 3.45548;0.108048 0.269728 3.45953;0.0959625 0.0108857 3.46088;0.0804822 -0.34 3.45255;0.140337 0.209422 3.29959;0.134242 -0.0615188 3.29959;0.0601092 -0.330984 3.14655;0.0321663 -0.421063 3.16485;-0.00879666 -0.510936 3.16239;
1523791440085;0.0680862 0.497897 3.46598;0.112789 0.354343 3.4549;0.10906 0.268778 3.45868;0.0983117 0.00724696 3.45901;0.0849783 -0.350294 3.44833;0.141128 0.209658 3.29948;0.127991 -0.0672961 3.29948;0.0545578 -0.327762 3.14596;0.0212988 -0.418005 3.1623;-0.0198093 -0.509749 3.15803;
1523791440119;0.0777545 0.500873 3.46863;0.113983 0.353859 3.45496;0.110017 0.268604 3.45863;0.0988705 0.00788808 3.45879;0.0847011 -0.345316 3.44739;0.143415 0.211202 3.30072;0.126138 -0.065099 3.30072;0.0419729 -0.332008 3.1444;0.00127851 -0.418887 3.15198;-0.0335716 -0.509085 3.16517;
1523791440153;0.0779608 0.500092 3.469;0.116582 0.354141 3.45645;0.112246 0.269186 3.45981;0.10014 0.00946478 3.45939;0.0847244 -0.341422 3.44762;0.145789 0.212548 3.30116;0.122232 -0.0597806 3.30116;0.0285556 -0.33581 3.1426;-0.0181257 -0.416781 3.14037;-0.0454248 -0.501016 3.1533;
1523791440185;0.0776604 0.500821 3.46912;0.117949 0.354832 3.45501;0.113462 0.269895 3.4584;0.100677 0.0103446 3.45814;0.0842854 -0.340547 3.44654;0.1482 0.21281 3.30105;0.118823 -0.0553776 3.30105;0.0197694 -0.329552 3.14002;-0.0325143 -0.415991 3.13463;-0.0559247 -0.501391 3.16008;
1523791440220;0.0787574 0.500501 3.46922;0.120167 0.354717 3.45465;0.116405 0.269552 3.45711;0.106397 0.00903453 3.45188;0.0944733 -0.345163 3.42813;0.151863 0.208351 3.30367;0.116701 -0.0531443 3.30367;0.0111579 -0.328656 3.14042;-0.0441446 -0.412011 3.13579;-0.0731326 -0.493241 3.15748;
1523791440252;0.0800139 0.500118 3.46863;0.124146 0.355657 3.45537;0.120127 0.270023 3.45699;0.109401 0.0084855 3.44999;0.0960791 -0.346924 3.42549;0.15476 0.206723 3.30289;0.115158 -0.0516144 3.30289;-0.0105583 -0.329282 3.13952;-0.0575249 -0.406295 3.13435;-0.0869676 -0.488454 3.16237;
1523791440286;0.0814674 0.500675 3.46965;0.127277 0.356438 3.45534;0.123022 0.270589 3.45652;0.111179 0.00859848 3.44881;0.0964556 -0.347136 3.42455;0.156571 0.206687 3.3032;0.113494 -0.051159 3.3032;-0.0151403 -0.322133 3.14013;-0.0678595 -0.401655 3.13286;-0.101148 -0.483728 3.15648;
1523791440319;0.0832772 0.500256 3.47106;0.128009 0.355541 3.45634;0.123704 0.269856 3.45724;0.111514 0.00830515 3.44902;0.0964734 -0.347159 3.42465;0.158689 0.206528 3.30348;0.110245 -0.0502742 3.30348;-0.0162966 -0.296319 3.14147;-0.0744344 -0.389806 3.13309;-0.107779 -0.473872 3.15441;
1523791440353;0.0872629 0.501099 3.47068;0.130466 0.356214 3.45697;0.126081 0.270562 3.45758;0.113363 0.00915507 3.44867;0.0973811 -0.346119 3.42407;0.160578 0.208085 3.30416;0.106909 -0.0473132 3.30416;-0.0164802 -0.285918 3.14128;-0.0793633 -0.379246 3.13112;-0.121786 -0.455286 3.14471;
1523791440385;0.0881826 0.500965 3.4723;0.132626 0.355862 3.45661;0.127402 0.270332 3.45764;0.11343 0.00911804 3.44969;0.09245 -0.345334 3.43177;0.162968 0.20726 3.30566;0.103961 -0.0466648 3.30566;-0.0181411 -0.279705 3.14189;-0.085713 -0.372211 3.13288;-0.130312 -0.44803 3.14384;
1523791440420;0.0889392 0.499825 3.47266;0.134952 0.355075 3.45631;0.129097 0.269846 3.45761;0.11368 0.00920049 3.45013;0.0914984 -0.344272 3.43312;0.163349 0.207092 3.30574;0.101131 -0.0459658 3.30574;-0.0218693 -0.275209 3.14045;-0.091341 -0.370318 3.12984;-0.133362 -0.447714 3.13781;
1523791440452;0.0907214 0.499001 3.4724;0.136615 0.354947 3.45827;0.130667 0.269869 3.45979;0.114301 0.00999688 3.45351;0.0906516 -0.342254 3.43718;0.165934 0.206705 3.30636;0.0979259 -0.0445919 3.30636;-0.0254509 -0.273478 3.13955;-0.0982887 -0.369362 3.13042;-0.140097 -0.444408 3.13244;
