Time;Head;Neck;Spine Shoulder;Spine Mid;Spine Base;R Shoulder;L Shoulder;R Elbow;L Elbow;R Wrist;L Wrist;R Hand;L Hand;R Hand Tip;L Hand Tip;R Thumb;L Thumb;R Hip;L Hip;R Knee;L Knee;R Ankle;L Ankle;R Foot;L Foot;Frame No.;
1525193537942;0.131681 0.371722 2.0508;0.129037 0.211227 2.06169;0.124296 0.136381 2.06145;0.109781 -0.0938653 2.05194;0.0932945 -0.408251 2.02761;0.291023 0.113756 2.05522;-0.0527252 0.13346 2.09201;0.486821 0.132805 2.05522;-0.291361 0.121862 2.05623;0.38664 0.332782 1.97742;-0.187562 0.325761 1.95909;0.343018 0.393041 1.99408;-0.160509 0.373082 1.95739;0.301265 0.454122 2.00333;-0.122503 0.446307 1.94985;0.363473 0.420209 1.95265;-0.198829 0.393502 1.93707;0.173089 -0.405325 1.98637;0.0106357 -0.396152 1.99633;0.199825 -0.724184 1.93344;0.0146271 -0.74668 2.00843;0.235167 -1.09303 1.99487;0.0537865 -1.12357 2.06409;0.220439 -1.12051 1.85874;0.041965 -1.15105 1.92774;0;
1525193538050;0.236004 0.348359 2.06201;0.221071 0.193798 2.07321;0.215191 0.121377 2.07379;0.196176 -0.100837 2.06571;0.169085 -0.404765 2.04371;0.381391 0.129177 2.07084;0.0413758 0.136813 2.10882;0.529156 0.243586 2.07084;-0.179246 0.153036 2.07891;0.406354 0.36643 2.06426;-0.080897 0.358109 1.98378;0.361579 0.373479 2.06999;-0.0222158 0.382517 1.99102;0.342409 0.422418 2.08068;0.0281289 0.438422 1.98224;0.393022 0.393583 2.05455;-0.0415649 0.428869 1.96722;0.246142 -0.399365 2.00123;0.0860156 -0.395779 2.01355;0.284049 -0.738478 1.96561;0.0570916 -0.731815 2.00817;0.319403 -1.10402 2.03148;0.0621674 -1.1231 2.07076;0.303047 -1.12959 1.90066;0.0498072 -1.14854 1.93963;1;
1525193538187;0.264082 0.346404 2.05223;0.238228 0.193714 2.06587;0.23084 0.121486 2.06757;0.207711 -0.10024 2.06235;0.176317 -0.4037 2.04301;0.400273 0.127404 2.06935;0.0610886 0.136145 2.09679;0.539043 0.242387 2.06935;-0.160074 0.157669 2.07385;0.413794 0.362124 2.05863;-0.0139077 0.344 1.99135;0.379865 0.367305 2.04786;0.0219646 0.378943 1.98909;0.341033 0.459571 2.06202;0.0722904 0.427024 1.97725;0.406297 0.388248 2.04531;-0.00570178 0.408949 1.96854;0.253239 -0.398499 2.00121;0.0931941 -0.3946 2.01246;0.287634 -0.737566 1.96679;0.0545892 -0.729256 2.03035;0.319948 -1.10329 2.03162;0.0658755 -1.11686 2.06921;0.307032 -1.12784 1.90392;0.0568891 -1.14133 1.94118;2;
1525193538249;0.280807 0.348945 2.048;0.24685 0.194898 2.06101;0.239533 0.122698 2.06339;0.216323 -0.0988819 2.06036;0.184591 -0.401939 2.04423;0.410278 0.126559 2.06879;0.0767154 0.140955 2.08424;0.551498 0.237558 2.06879;-0.12796 0.192934 2.04935;0.446783 0.371964 2.06066;-0.00527129 0.345899 1.98958;0.411193 0.372807 2.05769;0.0401285 0.378002 1.98408;0.399398 0.418883 2.0643;0.0954219 0.427383 1.9725;0.451638 0.375858 2.0404;0.0154557 0.410408 1.96474;0.26139 -0.397719 2.00374;0.101548 -0.391932 2.01268;0.295867 -0.734542 1.96567;0.0575298 -0.73092 2.03786;0.325556 -1.10417 2.02901;0.0663916 -1.11612 2.06879;0.316293 -1.1281 1.90362;0.0611255 -1.14001 1.94305;3;
1525193538282;0.290017 0.34835 2.04386;0.254139 0.19576 2.05685;0.246702 0.123524 2.0599;0.223058 -0.0981078 2.05885;0.190719 -0.401098 2.04537;0.415534 0.126293 2.06785;0.0817455 0.142391 2.0782;0.566396 0.225416 2.06785;-0.127069 0.194225 2.04759;0.458282 0.358763 2.05386;-0.0039121 0.344751 1.98857;0.424284 0.370507 2.05689;0.0476167 0.378545 1.98065;0.408856 0.418021 2.06025;0.101904 0.428048 1.97311;0.370614 0.346403 1.98313;0.032124 0.418535 1.96075;0.267373 -0.398763 2.00617;0.108128 -0.389178 2.01285;0.309776 -0.730375 1.95617;0.0788815 -0.721104 2.01528;0.327288 -1.10532 2.0298;0.068204 -1.11308 2.06921;0.319556 -1.12899 1.90586;0.0644541 -1.13675 1.94489;4;
1525193538316;0.298329 0.34732 2.03986;0.258732 0.195248 2.05487;0.251475 0.123091 2.0583;0.228435 -0.0982767 2.05858;0.196957 -0.400809 2.04756;0.423296 0.127646 2.06781;0.0868714 0.143405 2.07321;0.574686 0.222517 2.06781;-0.123972 0.197286 2.04241;0.473179 0.360366 2.05404;-0.00209196 0.342537 1.986;0.444733 0.36244 2.05674;0.0561554 0.37894 1.97702;0.415282 0.412683 2.05238;0.111606 0.431215 1.96906;0.375708 0.325787 1.99392;0.0411811 0.41905 1.95427;0.273961 -0.400193 2.01047;0.113914 -0.387522 2.01349;0.315439 -0.729124 1.9537;0.0803656 -0.719919 2.01486;0.370716 -1.09603 2.00261;0.0691721 -1.11034 2.06948;0.309997 -1.15223 2.0219;0.06678 -1.13443 1.94501;5;
1525193538348;0.307065 0.34465 2.03518;0.263916 0.194091 2.05202;0.256762 0.121901 2.05592;0.233988 -0.0995607 2.05767;0.202707 -0.402249 2.04875;0.429405 0.12626 2.06564;0.0953124 0.142232 2.06671;0.581207 0.220355 2.06564;-0.121003 0.197202 2.03783;0.475863 0.356148 2.05256;3.59511e-06 0.338955 1.98165;0.450107 0.359564 2.05345;0.0652981 0.378274 1.97081;0.426253 0.414229 2.05627;0.122066 0.430282 1.96488;0.38578 0.327045 1.98541;0.0478825 0.414595 1.9491;0.2795 -0.402366 2.01242;0.119228 -0.388194 2.01394;0.322461 -0.733188 1.9522;0.0864728 -0.722567 2.01757;0.377496 -1.0984 1.99857;0.0697334 -1.10998 2.06978;0.371542 -1.12177 1.87684;0.068543 -1.13344 1.94748;6;
1525193538416;0.324938 0.334862 2.02283;0.287921 0.182299 2.04287;0.28017 0.11084 2.04819;0.255323 -0.108465 2.05405;0.220795 -0.408492 2.04992;0.448907 0.120136 2.05929;0.114699 0.138315 2.05782;0.592994 0.217945 2.05929;-0.106625 0.188418 2.02557;0.480985 0.348946 2.04909;0.0597783 0.354647 1.96181;0.452713 0.354006 2.04326;0.090958 0.385437 1.95875;0.441041 0.394156 2.0376;0.141841 0.424129 1.94595;0.401506 0.32307 1.9742;0.0690933 0.419983 1.93717;0.296204 -0.408442 2.01317;0.137625 -0.394298 2.01561;0.34202 -0.74532 1.95588;0.110442 -0.734023 2.02821;0.398087 -1.09488 1.99338;0.0796174 -1.11402 2.07474;0.392526 -1.11801 1.87376;0.0789849 -1.13721 1.95452;7;
1525193538449;0.330908 0.333247 2.01937;0.29478 0.180373 2.03829;0.287382 0.108647 2.04421;0.263725 -0.111452 2.05201;0.231141 -0.412604 2.05121;0.460585 0.117401 2.05501;0.124636 0.136388 2.05468;0.607266 0.218444 2.05501;-0.0967165 0.181684 2.02313;0.493359 0.347791 2.04608;0.0620138 0.354729 1.96022;0.463106 0.352393 2.03854;0.0959743 0.382959 1.95335;0.44644 0.394708 2.03202;0.14445 0.421503 1.93721;0.411704 0.324701 1.97021;0.0727036 0.416098 1.93194;0.305349 -0.412306 2.01396;0.148971 -0.398609 2.0176;0.346837 -0.742421 1.95577;0.116968 -0.735018 2.03015;0.399463 -1.09319 1.99398;0.0864637 -1.11685 2.07677;0.393571 -1.11703 1.87375;0.126953 -1.18359 2.07617;8;
1525193538516;0.34781 0.326422 2.0053;0.319876 0.172721 2.02822;0.311677 0.1012 2.03625;0.285672 -0.118204 2.04993;0.250389 -0.418298 2.05616;0.482108 0.111458 2.04215;0.135283 0.133596 2.05218;0.634052 0.219376 2.04215;-0.0734011 0.164788 2.02565;0.526076 0.355761 2.02242;0.0691975 0.346298 1.94991;0.476795 0.359388 2.02262;0.104852 0.374461 1.94126;0.460171 0.397778 2.01996;0.153758 0.417282 1.91825;0.429212 0.329233 1.96314;0.0785958 0.405539 1.92244;0.324594 -0.41744 2.018;0.167571 -0.404762 2.02363;0.358134 -0.738792 1.9628;0.144348 -0.749 2.04486;0.401282 -1.09245 1.99834;0.0994405 -1.12622 2.08194;0.392618 -1.11711 1.87821;0.0954352 -1.15079 1.96129;9;
1525193538550;0.353671 0.323836 2.00196;0.325868 0.171823 2.02723;0.318429 0.100044 2.0355;0.294615 -0.120154 2.05045;0.261497 -0.421116 2.05944;0.487775 0.109755 2.04023;0.158337 0.1282 2.04988;0.639343 0.217791 2.04023;-0.068275 0.160867 2.02807;0.528347 0.350662 2.02177;0.0714538 0.343019 1.94795;0.481693 0.357786 2.0183;0.108862 0.371721 1.94118;0.458215 0.394795 1.99689;0.158905 0.41411 1.91814;0.435043 0.322581 1.95813;0.0853195 0.402894 1.92372;0.33565 -0.420216 2.02191;0.178371 -0.407582 2.02643;0.365666 -0.737522 1.96854;0.147107 -0.748164 2.0451;0.402906 -1.09074 2.0087;0.1048 -1.12416 2.08322;0.394147 -1.1159 1.88842;0.100614 -1.14916 1.96245;10;
1525193538584;0.359652 0.321507 1.99892;0.331849 0.169795 2.02585;0.324709 0.0979144 2.03452;0.301635 -0.122498 2.05088;0.269197 -0.423531 2.06208;0.493649 0.107485 2.03821;0.158168 0.128132 2.04986;0.645608 0.216732 2.03821;-0.0622964 0.1579 2.03241;0.531553 0.345123 2.02045;0.0745469 0.339876 1.94679;0.509011 0.344082 2.01449;0.112548 0.369519 1.94123;0.473878 0.396092 2.01632;0.162067 0.411602 1.91837;0.441319 0.312536 1.95678;0.091992 0.40306 1.9264;0.342417 -0.421937 2.02402;0.186824 -0.41074 2.0298;0.373222 -0.739733 1.97607;0.153777 -0.75164 2.04772;0.403939 -1.09094 2.01094;0.11259 -1.11803 2.08347;0.394677 -1.11643 1.89064;0.107786 -1.14343 1.96266;11;
1525193538617;0.364402 0.317741 1.99575;0.339497 0.166914 2.0256;0.33248 0.0949694 2.03465;0.309582 -0.125536 2.05223;0.276981 -0.42648 2.06504;0.498709 0.105472 2.03665;0.168115 0.124158 2.05062;0.649095 0.215675 2.03665;-0.0559188 0.15559 2.03489;0.532814 0.342035 2.01652;0.0782048 0.338074 1.94573;0.511248 0.340372 2.00993;0.117702 0.366176 1.94054;0.478246 0.386896 2.00653;0.168695 0.409654 1.91572;0.444851 0.313447 1.95167;0.0972322 0.401741 1.92278;0.350149 -0.424991 2.02671;0.194369 -0.413488 2.03314;0.378233 -0.741281 1.98481;0.166268 -0.758063 2.05675;0.405352 -1.09027 2.01496;0.120035 -1.11532 2.08514;0.395356 -1.11606 1.89459;0.145521 -1.17691 2.07076;12;
1525193538650;0.368134 0.314757 1.99345;0.34311 0.164641 2.02517;0.336186 0.0927553 2.0346;0.31367 -0.127607 2.0534;0.281794 -0.428334 2.06823;0.502534 0.102288 2.03564;0.166946 0.124303 2.05086;0.651177 0.214469 2.03564;-0.0508878 0.152965 2.0377;0.535372 0.341932 2.01175;0.0824442 0.334921 1.9466;0.511379 0.337498 2.00583;0.122573 0.363747 1.94235;0.475566 0.381942 1.99838;0.176194 0.408086 1.91986;0.450423 0.304185 1.95482;0.0951873 0.39571 1.92362;0.354503 -0.426394 2.02961;0.199519 -0.415798 2.03673;0.381848 -0.7428 1.99176;0.167366 -0.757553 2.05539;0.408875 -1.09397 2.02371;0.128684 -1.11043 2.08626;0.398636 -1.11948 1.90458;0.165152 -1.18337 2.08626;13;
1525193538716;0.371117 0.30862 1.99449;0.347852 0.160079 2.0273;0.341152 0.0881404 2.03717;0.31921 -0.132267 2.05742;0.287812 -0.432784 2.0742;0.506759 0.0975764 2.0373;0.177374 0.117199 2.05678;0.653736 0.211397 2.0373;-0.0468508 0.151694 2.04136;0.54047 0.343369 2.0035;0.0892411 0.331982 1.95102;0.494294 0.35557 2.01047;0.130752 0.36227 1.94916;0.449104 0.386758 1.97113;0.184047 0.406528 1.92578;0.449952 0.345336 1.9512;0.108942 0.396142 1.9316;0.361143 -0.431425 2.03498;0.204821 -0.419616 2.04345;0.388039 -0.751774 2.00712;0.178468 -0.759953 2.06248;0.41219 -1.10239 2.0416;0.199069 -1.11786 2.12869;0.400711 -1.1279 1.92307;0.147657 -1.20007 2.12143;14;
1525193538749;0.371822 0.304559 1.99678;0.349723 0.156352 2.03113;0.343282 0.0844082 2.04104;0.322066 -0.135927 2.06137;0.29152 -0.436216 2.07803;0.508527 0.093537 2.03908;0.180557 0.113639 2.06068;0.654127 0.209912 2.03908;-0.0447697 0.150517 2.04374;0.533221 0.334124 2.00711;0.0926123 0.330028 1.95358;0.508618 0.330604 2.01099;0.133585 0.359641 1.9526;0.4717 0.378985 2.00928;0.183565 0.40466 1.92953;0.445965 0.299161 1.96017;0.109071 0.390668 1.93284;0.364637 -0.434943 2.03872;0.208599 -0.422839 2.04743;0.389421 -0.756748 2.01389;0.185942 -0.765897 2.06631;0.410602 -1.10627 2.05052;0.204819 -1.11706 2.13313;0.398479 -1.13255 1.93044;0.138768 -1.18141 2.15324;15;
1525193538784;0.372541 0.298611 2.00219;0.349612 0.15338 2.03548;0.343364 0.0815165 2.0452;0.322653 -0.138555 2.06497;0.292654 -0.438503 2.08089;0.509315 0.0901096 2.04289;0.181577 0.110574 2.06597;0.653846 0.207034 2.04289;-0.0441679 0.150131 2.04483;0.534691 0.332901 2.00863;0.0950671 0.329024 1.95616;0.510387 0.32785 2.01824;0.13573 0.359609 1.95778;0.469403 0.377 2.018;0.184972 0.403223 1.92977;0.446428 0.293246 1.97383;0.11353 0.39351 1.951;0.365631 -0.436841 2.04139;0.209858 -0.425492 2.05057;0.387368 -0.75691 2.01798;0.190931 -0.772645 2.06903;0.410753 -1.10588 2.05115;0.212802 -1.12846 2.14038;0.398209 -1.13224 1.93075;0.146775 -1.1921 2.16262;16;
1525193538918;0.346406 0.290476 2.04648;0.328082 0.148387 2.06892;0.324758 0.0763896 2.07433;0.311618 -0.143647 2.08293;0.288654 -0.442794 2.0882;0.487428 0.0804892 2.07971;0.153759 0.102022 2.10138;0.632263 0.192706 2.07971;-0.0582907 0.14868 2.06339;0.514688 0.317664 2.05099;0.091599 0.323252 1.98607;0.474815 0.330679 2.05971;0.126376 0.354664 1.99189;0.437364 0.383052 2.05798;0.175615 0.392112 1.96514;0.419484 0.295653 2.00467;0.0984602 0.396517 1.97967;0.361535 -0.440088 2.04925;0.206072 -0.430785 2.05747;0.378114 -0.756149 2.02428;0.196953 -0.798961 2.09619;0.410318 -1.10689 2.05188;0.213992 -1.1449 2.14985;0.398448 -1.13189 1.93087;0.147936 -1.20755 2.17336;17;
1525193538949;0.3441 0.289913 2.04845;0.324297 0.14764 2.07282;0.320264 0.0755294 2.07912;0.305908 -0.1449 2.08935;0.284008 -0.444551 2.09351;0.484589 0.0816896 2.08276;0.149178 0.10141 2.10535;0.629844 0.191205 2.08276;-0.0676625 0.148892 2.07154;0.513612 0.318147 2.05255;0.0865579 0.319354 1.99383;0.469144 0.326859 2.06845;0.119816 0.352248 2.00192;0.438896 0.374929 2.06949;0.167275 0.393924 1.98024;0.40868 0.295139 2.01691;0.0902421 0.383949 1.9805;0.357145 -0.440698 2.05483;0.20128 -0.433715 2.06261;0.375242 -0.756781 2.02455;0.196126 -0.798581 2.09824;0.409296 -1.10643 2.05084;0.213312 -1.14685 2.15066;0.397149 -1.13163 1.92963;0.144726 -1.20714 2.1753;18;
1525193538984;0.338818 0.290796 2.05463;0.317296 0.147309 2.07868;0.313489 0.0752036 2.08507;0.300294 -0.1453 2.09495;0.280312 -0.445255 2.0979;0.479335 0.0833851 2.09139;0.142675 0.101576 2.11081;0.61891 0.192454 2.09139;-0.0736886 0.150509 2.07733;0.478802 0.320106 2.06921;0.0820907 0.320559 2.0032;0.453724 0.335671 2.07666;0.112077 0.354746 2.01308;0.42769 0.372987 2.07399;0.156852 0.395732 1.98923;0.399235 0.311069 2.01933;0.0831063 0.388534 1.99461;0.352538 -0.44111 2.06082;0.198572 -0.434584 2.06561;0.373021 -0.757577 2.0234;0.193234 -0.794033 2.10168;0.406602 -1.10552 2.04772;0.213601 -1.14978 2.15475;0.39067 -1.17071 1.99176;0.141136 -1.19878 2.1908;19;
1525193539084;0.299955 0.282435 2.08229;0.281691 0.142468 2.10665;0.279732 0.0704206 2.1116;0.27218 -0.14997 2.11706;0.259662 -0.450002 2.11416;0.44837 0.0817111 2.12091;0.116648 0.089893 2.12832;0.588802 0.198194 2.12091;-0.0980918 0.147285 2.09798;0.46707 0.323756 2.08036;0.0541242 0.322551 2.02999;0.427769 0.329012 2.09781;0.0813845 0.35638 2.0333;0.399708 0.37192 2.09984;0.124866 0.397994 2.01498;0.37134 0.305146 2.02789;0.0496641 0.388193 2.01405;0.333392 -0.445485 2.0765;0.177452 -0.439636 2.08203;0.355214 -0.755852 2.0098;0.181334 -0.788982 2.11197;0.397362 -1.09328 2.02227;0.208675 -1.15344 2.15979;0.389205 -1.11831 1.89993;0.153861 -1.22622 2.18226;20;
1525193539231;0.284209 0.280274 2.09571;0.273195 0.135784 2.12191;0.270413 0.0638317 2.12642;0.26052 -0.156288 2.13053;0.24532 -0.456116 2.12551;0.434867 0.0791679 2.13636;0.098182 0.0799748 2.15602;0.581351 0.197117 2.13636;-0.121554 0.112743 2.1325;0.440035 0.307725 2.11417;-0.00771946 0.287144 2.05223;0.400868 0.320471 2.1218;0.0320566 0.328381 2.04458;0.36775 0.36739 2.12373;0.0784442 0.383855 2.0213;0.345875 0.286921 2.06244;0.01428 0.374195 2.02936;0.318238 -0.451637 2.0883;0.164285 -0.445641 2.09304;0.341115 -0.756459 2.00616;0.168772 -0.786777 2.11593;0.386024 -1.08747 2.02144;0.189621 -1.14689 2.1534;0.374414 -1.11242 1.89879;0.181098 -1.1718 2.03034;21;
1525193539366;0.273121 0.279741 2.11733;0.272444 0.136104 2.1236;0.269223 0.0640612 2.12841;0.257484 -0.156492 2.13366;0.238605 -0.457397 2.13053;0.425291 0.0769191 2.15445;0.0880401 0.0769571 2.17744;0.573157 0.193552 2.15445;-0.126922 0.11272 2.15774;0.441862 0.307111 2.12538;-0.0321836 0.27931 2.08391;0.399959 0.320391 2.14813;0.0163558 0.332273 2.07315;0.36383 0.363793 2.14702;0.0629499 0.39083 2.05324;0.338476 0.285118 2.08238;-0.0162928 0.356171 2.06092;0.311327 -0.452664 2.0938;0.158025 -0.447151 2.09759;0.33576 -0.756303 2.00479;0.158748 -0.783335 2.11499;0.383127 -1.08874 2.02195;0.185038 -1.14233 2.15141;0.370588 -1.11401 1.89898;0.1756 -1.1676 2.02802;22;
1525193539383;0.271033 0.278402 2.12198;0.261858 0.132052 2.15073;0.259616 0.0603147 2.15126;0.251165 -0.159156 2.14547;0.236372 -0.458576 2.13291;0.422969 0.0766281 2.16001;0.0872825 0.0761688 2.18123;0.57513 0.18327 2.16001;-0.128411 0.113393 2.16419;0.442153 0.307771 2.12949;-0.033541 0.279275 2.08672;0.400005 0.324921 2.1482;0.0143172 0.335238 2.08211;0.36519 0.363859 2.13536;0.0649132 0.390932 2.05739;0.338513 0.286689 2.09069;-0.0162795 0.368695 2.07177;0.309536 -0.453155 2.09543;0.155387 -0.449221 2.10094;0.334015 -0.756838 2.00381;0.155192 -0.781161 2.11466;0.377137 -1.13984 2.04378;0.185602 -1.14391 2.15472;0.389432 -1.19921 1.97699;0.17655 -1.16811 2.03096;23;
1525193539432;0.269784 0.277977 2.12971;0.262304 0.130987 2.15736;0.259634 0.0591243 2.15802;0.250104 -0.160571 2.1512;0.235215 -0.459661 2.13473;0.421779 0.0756986 2.16337;0.0882642 0.074427 2.18533;0.579002 0.175954 2.16337;-0.128969 0.11347 2.17473;0.442951 0.309214 2.13029;-0.0367261 0.279862 2.0954;0.398239 0.33079 2.14433;0.0104204 0.336659 2.09164;0.357229 0.363163 2.12651;0.0593939 0.394944 2.06849;0.337063 0.284686 2.10327;-0.0203575 0.368843 2.08027;0.308576 -0.453783 2.09681;0.154116 -0.450765 2.10319;0.333091 -0.757168 2.00305;0.151371 -0.780016 2.11612;0.382441 -1.13085 2.04292;0.181512 -1.14344 2.15388;0.370105 -1.15448 1.91978;0.172227 -1.16744 2.03013;24;
1525193539484;0.267742 0.280081 2.13938;0.261543 0.130958 2.15928;0.258774 0.0591154 2.16012;0.249044 -0.160531 2.15356;0.234336 -0.459632 2.13613;0.42246 0.073948 2.17068;0.0873118 0.0743873 2.18854;0.602619 0.156702 2.17068;-0.12808 0.113119 2.1864;0.452222 0.318485 2.1212;-0.0296487 0.291883 2.10698;0.417495 0.34946 2.12328;0.012155 0.345155 2.10755;0.369052 0.370297 2.12994;0.0570151 0.402886 2.08734;0.382926 0.317406 2.11414;-0.0258982 0.378482 2.09933;0.307893 -0.453696 2.0974;0.1531 -0.45081 2.10575;0.332313 -0.758858 2.00263;0.150241 -0.780188 2.11605;0.392531 -1.11193 2.04844;0.186985 -1.15089 2.15819;0.381296 -1.13584 1.92512;0.178885 -1.17485 2.03441;25;
1525193539516;0.264971 0.28048 2.14491;0.262802 0.132066 2.17203;0.259587 0.0599385 2.17124;0.248872 -0.16042 2.16019;0.233702 -0.460015 2.13789;0.423966 0.07192 2.17714;0.086364 0.0717183 2.20215;0.607756 0.150495 2.17714;-0.125737 0.114079 2.19349;0.461486 0.322324 2.10979;-0.0269317 0.295105 2.11287;0.430924 0.354296 2.10926;0.0137684 0.346554 2.11413;0.385851 0.378426 2.09892;0.0611666 0.403739 2.09259;0.387781 0.327589 2.10067;-0.0226147 0.38549 2.1065;0.307186 -0.453924 2.09843;0.152673 -0.451329 2.10827;0.332401 -0.759517 2.00288;0.149755 -0.780416 2.11647;0.402293 -1.14148 2.09073;0.180407 -1.14327 2.15436;0.40327 -1.20858 2.03869;0.170349 -1.16703 2.03019;26;
1525193539620;0.270665 0.281631 2.1658;0.268753 0.131228 2.18481;0.264805 0.0590825 2.18267;0.251922 -0.161341 2.16737;0.234377 -0.460825 2.13965;0.42815 0.0621761 2.18462;0.0913269 0.0703148 2.21837;0.622395 0.126283 2.18462;-0.118239 0.117208 2.20957;0.499513 0.318612 2.06518;-0.0153259 0.300326 2.12728;0.46186 0.354794 2.07004;0.0277186 0.34871 2.13178;0.41284 0.403123 2.05672;0.0719313 0.410233 2.1212;0.416579 0.322132 2.04635;-0.00545893 0.389118 2.1315;0.307567 -0.454785 2.09949;0.153669 -0.45194 2.11077;0.340021 -0.781548 2.03005;0.150089 -0.781107 2.11722;0.422233 -1.17185 2.12776;0.185037 -1.1473 2.15777;0.406693 -1.19514 2.00393;0.172837 -1.17083 2.03334;27;
1525193539683;0.27944 0.284375 2.17596;0.278394 0.133996 2.19361;0.274114 0.0614214 2.19123;0.259881 -0.160353 2.17474;0.23938 -0.46165 2.14358;0.437324 0.05694 2.19112;0.0998145 0.0714422 2.22692;0.628767 0.123159 2.19112;-0.10939 0.120201 2.22211;0.503276 0.317708 2.06407;-0.000803848 0.304673 2.14025;0.46872 0.355742 2.06556;0.0437367 0.355271 2.1439;0.422492 0.405171 2.0462;0.086953 0.416475 2.13556;0.426311 0.317531 2.04288;0.0105815 0.390039 2.1398;0.311735 -0.456192 2.1022;0.159362 -0.45201 2.11587;0.356181 -0.800796 2.06036;0.167432 -0.803254 2.13496;0.42455 -1.17044 2.13322;0.188845 -1.14663 2.1608;0.408769 -1.1938 2.00904;0.176375 -1.17021 2.03601;28;
1525193539850;0.336368 0.297097 2.21045;0.326795 0.142848 2.2194;0.322945 0.0698592 2.21609;0.309828 -0.153369 2.19668;0.290484 -0.457768 2.1601;0.485332 0.0554808 2.21323;0.150727 0.0778006 2.24166;0.68047 0.126844 2.21323;-0.0701926 0.129405 2.24261;0.542301 0.316168 2.07673;0.0636948 0.313311 2.15776;0.505982 0.356485 2.07964;0.09435 0.354008 2.15257;0.455156 0.406227 2.06175;0.139825 0.412193 2.13604;0.463792 0.319638 2.06355;0.0615133 0.390569 2.146;0.36153 -0.453878 2.12115;0.210075 -0.446929 2.12956;0.379446 -0.794261 2.07669;0.186308 -0.795845 2.13515;0.429504 -1.17057 2.14385;0.225163 -1.1656 2.18866;0.439569 -1.23683 2.09282;0.164307 -1.23633 2.20898;29;
1525193539948;0.357536 0.298662 2.22094;0.343343 0.142763 2.22509;0.339909 0.0697895 2.2211;0.328206 -0.153388 2.19967;0.311236 -0.457735 2.1603;0.502383 0.0542878 2.22291;0.165355 0.0750897 2.24378;0.692183 0.122267 2.22291;-0.050429 0.121645 2.24726;0.561208 0.315648 2.07883;0.0723912 0.310795 2.15606;0.52853 0.356049 2.0815;0.110428 0.343234 2.15072;0.482526 0.410541 2.07081;0.149251 0.402134 2.13984;0.488801 0.311837 2.06394;0.0765941 0.376474 2.1421;0.382774 -0.453844 2.12256;0.229758 -0.446911 2.12864;0.403041 -0.796282 2.08892;0.204945 -0.804714 2.11808;0.433945 -1.1677 2.15116;0.226229 -1.1675 2.1883;0.42279 -1.19087 2.02679;0.149654 -1.22945 2.20562;30;
1525193540116;0.416304 0.284887 2.24525;0.397583 0.129271 2.24069;0.394564 0.0565185 2.23532;0.383724 -0.165901 2.20975;0.367206 -0.469152 2.16499;0.556081 0.0380026 2.24031;0.220581 0.053458 2.24355;0.738305 0.0946434 2.24031;-0.00929222 0.0877917 2.2439;0.615357 0.285226 2.09429;0.10605 0.264786 2.15185;0.574978 0.328295 2.08995;0.143433 0.309564 2.14351;0.523715 0.39029 2.0795;0.188367 0.373561 2.13061;0.525433 0.285873 2.06995;0.104475 0.33383 2.13138;0.43844 -0.465187 2.13251;0.284202 -0.458131 2.12832;0.463737 -0.771982 2.1151;0.213348 -0.749087 2.01021;0.448531 -1.16409 2.16193;0.17297 -1.12208 2.06969;0.441963 -1.18744 2.03704;0.17012 -1.14512 1.94443;31;
1525193540164;0.417958 0.284341 2.24647;0.397847 0.128837 2.24117;0.395026 0.0560383 2.23583;0.385133 -0.166603 2.21038;0.370877 -0.470241 2.16576;0.557844 0.0378779 2.24206;0.22231 0.0526683 2.24319;0.738714 0.0937654 2.24206;-0.00954115 0.0898827 2.23901;0.616268 0.28477 2.09528;0.108248 0.262351 2.15269;0.580186 0.326914 2.0962;0.149349 0.303817 2.14602;0.535025 0.389036 2.08433;0.195121 0.368055 2.13529;0.531533 0.281483 2.07371;0.114214 0.337886 2.13142;0.44239 -0.466442 2.13387;0.287549 -0.459053 2.12856;0.465772 -0.77143 2.11642;0.213596 -0.748613 2.00941;0.452363 -1.15838 2.16637;0.172101 -1.14981 2.07848;0.4463 -1.18197 2.0411;0.169842 -1.17273 1.95302;32;
1525193540198;0.421807 0.283681 2.24909;0.400093 0.128879 2.24294;0.397466 0.0560148 2.23746;0.388113 -0.166817 2.21158;0.374344 -0.470712 2.16632;0.561185 0.0370199 2.24437;0.225366 0.0516819 2.24282;0.741232 0.0900016 2.24437;-0.00882003 0.0917618 2.23303;0.619483 0.282472 2.098;0.110512 0.258811 2.15401;0.583797 0.322484 2.10181;0.15513 0.30187 2.14771;0.540441 0.382695 2.0895;0.20247 0.366169 2.13404;0.536674 0.276767 2.07765;0.121396 0.33231 2.12975;0.446176 -0.467399 2.13595;0.291062 -0.459128 2.12779;0.470515 -0.770041 2.12007;0.215523 -0.746846 2.00739;0.455717 -1.15965 2.16887;0.173009 -1.08961 2.05033;0.450379 -1.18323 2.04363;0.171445 -1.11303 1.92461;33;
