Time;Head;Neck;Spine Shoulder;Spine Mid;Spine Base;R Shoulder;L Shoulder;R Elbow;L Elbow;R Wrist;L Wrist;R Hand;L Hand;R Foot;L Foot;Frame No.;
1525195567985;0.290096 0.477544 2.64937;0.261363 0.319329 2.68439;0.261388 0.241279 2.69103;0.260412 0.00257507 2.70086;0.258008 -0.322354 2.7026;0.43826 0.226038 2.69486;0.0882002 0.242997 2.73294;0.490106 -0.0405066 2.69486;0.0382263 -0.0240458 2.81015;0.596749 -0.30279 2.78341;-0.0903411 -0.277689 2.82143;0.632023 -0.392879 2.79168;-0.143161 -0.373311 2.83458;0.454514 -1.29761 2.67035;0.0805384 -1.2855 2.70543;291;
1525195568050;0.288435 0.477961 2.64841;0.260227 0.319415 2.68385;0.260306 0.241367 2.69046;0.259508 0.00266307 2.70022;0.257359 -0.322298 2.70201;0.437651 0.226332 2.69478;0.0857772 0.243461 2.72995;0.496025 -0.0430491 2.69478;0.0286149 -0.0225747 2.80602;0.628589 -0.290649 2.73899;-0.107868 -0.273074 2.78366;0.672109 -0.371891 2.73968;-0.161104 -0.362139 2.78467;0.454167 -1.29876 2.67092;0.0806417 -1.28479 2.70486;292;
1525195568084;0.28752 0.478034 2.64827;0.258708 0.319712 2.68368;0.258976 0.241658 2.69022;0.258658 0.0029275 2.69985;0.256962 -0.32208 2.70159;0.437251 0.22631 2.69491;0.0841377 0.245038 2.72743;0.500176 -0.0435891 2.69491;0.0223654 -0.0217302 2.79862;0.644051 -0.288019 2.72328;-0.113022 -0.272535 2.7705;0.692349 -0.362699 2.71112;-0.168834 -0.358033 2.75754;0.453915 -1.29808 2.67022;0.0810138 -1.28526 2.70488;293;
1525195568115;0.286477 0.478302 2.64842;0.257653 0.319807 2.68357;0.258005 0.241735 2.69006;0.257936 0.00295285 2.69956;0.25653 -0.322126 2.70123;0.43695 0.226233 2.695;0.0826682 0.245243 2.72596;0.50268 -0.0447951 2.695;0.0186878 -0.0223702 2.79315;0.658771 -0.279371 2.69737;-0.119328 -0.270154 2.74847;0.70785 -0.348887 2.67969;-0.17584 -0.354296 2.73078;0.453642 -1.29831 2.6702;0.0810953 -1.28543 2.70687;294;
1525195568149;0.285487 0.478513 2.64884;0.256384 0.320179 2.68346;0.256735 0.242102 2.68987;0.256687 0.00329622 2.69913;0.255356 -0.321845 2.7005;0.436806 0.226305 2.69507;0.0815588 0.245409 2.72536;0.504622 -0.0451692 2.69507;0.0160522 -0.0237672 2.7865;0.669898 -0.269998 2.67677;-0.124544 -0.267957 2.72839;0.722934 -0.337815 2.65231;-0.182285 -0.352263 2.70789;0.453561 -1.29843 2.67049;0.0808724 -1.28515 2.70615;295;
1525195568184;0.284753 0.478806 2.64963;0.255851 0.320509 2.68362;0.256186 0.242418 2.68995;0.256068 0.00358847 2.69897;0.254593 -0.321586 2.69999;0.436447 0.226508 2.69537;0.0809806 0.245396 2.72499;0.507102 -0.0451169 2.69537;0.0135501 -0.0253838 2.77902;0.678879 -0.259325 2.65378;-0.129156 -0.266801 2.71339;0.728917 -0.317706 2.62434;-0.186868 -0.346103 2.68447;0.453539 -1.2987 2.67111;0.0809644 -1.28482 2.70606;296;
1525195568585;0.280891 0.479983 2.65297;0.25522 0.320663 2.68354;0.255569 0.242556 2.6897;0.255359 0.00368594 2.69791;0.253857 -0.321681 2.6969;0.435003 0.227035 2.69335;0.0797149 0.244503 2.72594;0.502345 -0.0478343 2.69335;0.0177893 -0.0293869 2.77304;0.615498 -0.287544 2.63545;-0.106222 -0.280663 2.70627;0.648523 -0.359464 2.60865;-0.150413 -0.371382 2.68849;0.453833 -1.30022 2.67013;0.0808812 -1.28489 2.70601;297;
1525195568964;0.28025 0.479813 2.65413;0.255574 0.320478 2.68366;0.255739 0.242438 2.68955;0.254893 0.0035407 2.69498;0.250055 -0.321321 2.68488;0.435406 0.226525 2.69223;0.0806972 0.242372 2.72856;0.502209 -0.0483191 2.69223;0.0286834 -0.0332012 2.77704;0.603893 -0.312718 2.68688;-0.0803435 -0.296523 2.74928;0.627388 -0.378035 2.6731;-0.125736 -0.391108 2.74226;0.455871 -1.29896 2.66341;0.0806115 -1.28529 2.70441;298;
1525195568998;0.279914 0.479868 2.65515;0.255886 0.32035 2.68396;0.255852 0.242384 2.68955;0.254818 0.00351583 2.69388;0.249711 -0.321231 2.68263;0.436068 0.225638 2.69122;0.0810881 0.241192 2.73057;0.50254 -0.0491165 2.69122;0.0300853 -0.0348085 2.77804;0.605131 -0.312836 2.68363;-0.0808302 -0.297238 2.74863;0.636808 -0.390273 2.66083;-0.125402 -0.38856 2.7352;0.45586 -1.2975 2.66425;0.0806239 -1.28502 2.70412;299;
1525195569030;0.279916 0.479902 2.65565;0.256168 0.320286 2.68421;0.25593 0.242349 2.68953;0.254436 0.00337159 2.69256;0.24836 -0.321656 2.67966;0.436615 0.224567 2.68995;0.0816497 0.240696 2.73134;0.502977 -0.0501009 2.68995;0.0309076 -0.0355921 2.77782;0.60842 -0.311451 2.6734;-0.0824389 -0.296606 2.7433;0.640602 -0.385887 2.64645;-0.129615 -0.385653 2.72472;0.453672 -1.30141 2.67021;0.0803904 -1.2853 2.70087;300;
1525195569049;0.279794 0.480023 2.65741;0.256645 0.320107 2.68449;0.256176 0.242237 2.68953;0.254425 0.00330536 2.69195;0.248118 -0.32165 2.67883;0.437004 0.224395 2.6898;0.0822125 0.240194 2.73238;0.503454 -0.0504075 2.6898;0.0315744 -0.0363675 2.77778;0.6125 -0.309032 2.66497;-0.083644 -0.296071 2.73805;0.644139 -0.379454 2.63364;-0.131625 -0.381879 2.71585;0.453458 -1.30121 2.67089;0.0803895 -1.2853 2.70087;301;
1525195569098;0.280088 0.480349 2.65967;0.257287 0.319917 2.68544;0.256528 0.24213 2.68984;0.254499 0.00331023 2.69174;0.248188 -0.321526 2.67808;0.437264 0.224392 2.68969;0.0827891 0.239772 2.73317;0.504486 -0.0505865 2.68969;0.0320344 -0.0370072 2.77755;0.616354 -0.305921 2.65259;-0.0858166 -0.294777 2.73143;0.646529 -0.373929 2.62072;-0.134694 -0.379507 2.70538;0.453494 -1.29863 2.67021;0.0803546 -1.28509 2.70075;302;
1525195569283;0.28395 0.483321 2.67021;0.258489 0.320642 2.68822;0.257246 0.242599 2.69133;0.254489 0.00340385 2.69175;0.247798 -0.321401 2.67753;0.438268 0.223988 2.69083;0.0833976 0.239071 2.73554;0.504428 -0.0523198 2.69083;0.0326693 -0.0390437 2.77393;0.614092 -0.276243 2.60225;-0.0929361 -0.285802 2.69229;0.645766 -0.344907 2.56905;-0.141211 -0.360899 2.66388;0.452902 -1.30003 2.6724;0.0805689 -1.28458 2.7008;303;
1525195569463;0.28762 0.484031 2.6776;0.260508 0.321048 2.6917;0.258741 0.242942 2.69377;0.254612 0.00354502 2.69198;0.24758 -0.3213 2.67733;0.439142 0.222979 2.69226;0.0849452 0.238314 2.73882;0.50404 -0.0539739 2.69226;0.0330573 -0.0403842 2.77326;0.610705 -0.29201 2.6056;-0.0935698 -0.286718 2.69198;0.631854 -0.362944 2.58169;-0.142803 -0.361607 2.66809;0.453248 -1.2994 2.66831;0.0803842 -1.28448 2.70097;304;
1525195569550;0.290767 0.485655 2.68333;0.261512 0.321622 2.69352;0.259687 0.243464 2.69536;0.254904 0.00386268 2.69246;0.247577 -0.321248 2.67735;0.440009 0.222056 2.69331;0.0856066 0.238304 2.74121;0.502844 -0.0555964 2.69331;0.0330679 -0.0407098 2.77336;0.603094 -0.311848 2.63093;-0.0931312 -0.288893 2.69817;0.62392 -0.383399 2.61145;-0.140898 -0.36892 2.68586;0.452971 -1.29898 2.6678;0.080165 -1.28454 2.70064;305;
1525195569592;0.292439 0.486575 2.6858;0.262142 0.321983 2.69467;0.260204 0.243777 2.69635;0.254932 0.00404123 2.69277;0.24726 -0.321185 2.67738;0.440393 0.221386 2.694;0.0864548 0.23825 2.74278;0.501463 -0.0565662 2.694;0.0331256 -0.0408969 2.7734;0.601293 -0.313874 2.63557;-0.0924051 -0.290457 2.70245;0.621811 -0.386915 2.62103;-0.138869 -0.372497 2.69092;0.453414 -1.29835 2.66874;0.0801572 -1.28416 2.70051;306;
1525195569624;0.293657 0.486413 2.68753;0.262681 0.321913 2.69597;0.260687 0.243695 2.69758;0.255007 0.00400948 2.69341;0.246997 -0.321313 2.67764;0.441116 0.220963 2.69496;0.0871426 0.23808 2.74345;0.500651 -0.0573643 2.69496;0.0331019 -0.0410124 2.77361;0.59942 -0.316111 2.64028;-0.0918564 -0.291653 2.70615;0.619493 -0.392566 2.62947;-0.137463 -0.374065 2.69522;0.453662 -1.29905 2.66915;0.0803132 -1.28381 2.70039;307;
1525195569716;0.295154 0.486616 2.68886;0.263325 0.322091 2.69697;0.261258 0.243823 2.69861;0.255137 0.0040439 2.69426;0.246524 -0.321562 2.67843;0.442052 0.219989 2.69691;0.0874853 0.238087 2.74389;0.498666 -0.058663 2.69691;0.0330053 -0.0409377 2.77394;0.592883 -0.322465 2.65941;-0.0914594 -0.292664 2.71045;0.615263 -0.398473 2.64933;-0.135121 -0.37635 2.70587;0.453972 -1.29796 2.67245;0.0801964 -1.28431 2.70267;308;
1525195569849;0.2969 0.486352 2.69105;0.264147 0.321827 2.69889;0.261966 0.243568 2.70069;0.255193 0.00390752 2.6966;0.24537 -0.321797 2.68122;0.44301 0.218487 2.7006;0.0880044 0.238245 2.74579;0.496889 -0.0605448 2.7006;0.0320789 -0.0406504 2.77496;0.591417 -0.324141 2.66375;-0.0920017 -0.292986 2.71359;0.611054 -0.399128 2.65187;-0.139088 -0.374171 2.70607;0.453859 -1.29721 2.67089;0.0795338 -1.28456 2.70327;309;
1525195570055;0.299883 0.485534 2.69519;0.265654 0.322618 2.70382;0.263117 0.244305 2.70572;0.25498 0.00456762 2.70183;0.243017 -0.321509 2.68679;0.444609 0.215535 2.7099;0.0890216 0.238278 2.74863;0.496953 -0.0645712 2.7099;0.0304077 -0.0403917 2.77592;0.593308 -0.32621 2.66165;-0.0962481 -0.291031 2.71248;0.617495 -0.390704 2.6331;-0.15321 -0.36503 2.6909;0.453371 -1.2971 2.66536;0.0798763 -1.28424 2.70325;310;
1525195570287;0.303542 0.485514 2.70351;0.266164 0.324357 2.71371;0.263406 0.245928 2.71612;0.254258 0.00587781 2.71359;0.240722 -0.320999 2.69983;0.446125 0.214841 2.72093;0.0895419 0.239676 2.75563;0.49694 -0.0659758 2.72093;0.0298747 -0.0397921 2.77643;0.595118 -0.325387 2.66291;-0.0988449 -0.288583 2.70925;0.619493 -0.387191 2.64013;-0.149698 -0.358719 2.67935;0.453172 -1.29627 2.66571;0.0797987 -1.28466 2.70366;311;
1525195570430;0.305632 0.485883 2.71105;0.265638 0.324642 2.71891;0.262923 0.246146 2.72196;0.253875 0.00590729 2.72145;0.240595 -0.321376 2.71063;0.446463 0.215145 2.72757;0.0902324 0.240455 2.75938;0.496676 -0.0655114 2.72757;0.0295987 -0.039201 2.77736;0.595412 -0.323902 2.66829;-0.0984533 -0.288071 2.709;0.619389 -0.390199 2.65551;-0.140307 -0.360778 2.68382;0.453406 -1.29633 2.66612;0.0797878 -1.28521 2.70311;312;
1525195570517;0.307047 0.48555 2.71443;0.265933 0.324277 2.72224;0.263188 0.245832 2.72558;0.253961 0.00583593 2.7259;0.24037 -0.321026 2.71603;0.446749 0.215589 2.73366;0.0899442 0.240994 2.76216;0.496876 -0.0648401 2.73366;0.0289254 -0.0387882 2.77854;0.595385 -0.323599 2.67713;-0.098148 -0.287955 2.70928;0.618644 -0.390706 2.66964;-0.136542 -0.361685 2.68906;0.455518 -1.29901 2.67175;0.079906 -1.28512 2.70278;313;
1525195570564;0.307606 0.485598 2.71618;0.266393 0.324415 2.7241;0.26362 0.245923 2.72767;0.254245 0.0057691 2.72866;0.240376 -0.321379 2.7197;0.446322 0.215339 2.73548;0.0905347 0.241421 2.76387;0.496631 -0.064756 2.73548;0.028447 -0.0381181 2.78032;0.595865 -0.323549 2.68219;-0.0977683 -0.287531 2.71024;0.618148 -0.390067 2.67343;-0.136836 -0.361059 2.69122;0.455058 -1.30085 2.67303;0.0798658 -1.28512 2.70271;314;
1525195570597;0.308364 0.485639 2.71882;0.266714 0.324312 2.72679;0.263918 0.245786 2.73046;0.254453 0.00555507 2.73166;0.240474 -0.321686 2.72283;0.44614 0.215213 2.73811;0.0908717 0.241711 2.76558;0.496668 -0.0645457 2.73811;0.0280049 -0.0376403 2.78214;0.595739 -0.324065 2.68942;-0.0974828 -0.287257 2.71137;0.61775 -0.390241 2.68072;-0.137423 -0.36137 2.69601;0.455015 -1.30094 2.67307;0.0798402 -1.28535 2.70289;315;
1525195570631;0.30869 0.485527 2.72035;0.266902 0.324385 2.72837;0.264102 0.245874 2.73209;0.254615 0.00570403 2.7334;0.240619 -0.321447 2.72464;0.446074 0.215685 2.73974;0.0910563 0.24196 2.76672;0.496618 -0.0639564 2.73974;0.0278506 -0.0373127 2.78329;0.595871 -0.32353 2.69228;-0.0971731 -0.287221 2.71277;0.617293 -0.391295 2.68387;-0.137602 -0.361853 2.69895;0.455261 -1.30163 2.67316;0.0796353 -1.28569 2.70273;316;
1525195570665;0.309183 0.485605 2.72145;0.267266 0.324346 2.7309;0.264419 0.245853 2.73444;0.254801 0.00574274 2.73525;0.240678 -0.321349 2.72589;0.446068 0.21594 2.7408;0.091446 0.242174 2.76813;0.496926 -0.0634987 2.7408;0.027751 -0.0369938 2.78465;0.596083 -0.32346 2.69573;-0.0971557 -0.286868 2.71374;0.617845 -0.391665 2.68731;-0.13902 -0.359671 2.69942;0.455293 -1.30205 2.67283;0.0796145 -1.28555 2.70264;317;
1525195570697;0.309728 0.486126 2.72393;0.266988 0.324977 2.73324;0.264252 0.246492 2.73684;0.254975 0.00642124 2.73779;0.241364 -0.320597 2.7286;0.446108 0.216449 2.74288;0.091573 0.242967 2.77055;0.496737 -0.0630392 2.74288;0.0277073 -0.0362483 2.7864;0.596226 -0.323186 2.69918;-0.0970648 -0.28624 2.7157;0.618748 -0.393322 2.69037;-0.139968 -0.358148 2.70204;0.45475 -1.30059 2.67144;0.0794939 -1.28567 2.70236;318;
1525195570731;0.309942 0.486674 2.72577;0.267447 0.325519 2.73475;0.264676 0.246998 2.7384;0.255284 0.00682358 2.73952;0.241499 -0.320343 2.73055;0.446218 0.216857 2.74421;0.0919749 0.243105 2.77144;0.497097 -0.0625915 2.74421;0.0272144 -0.0357724 2.78831;0.596436 -0.323117 2.70191;-0.0972008 -0.285962 2.7177;0.619249 -0.393563 2.69306;-0.139882 -0.35596 2.70105;0.45484 -1.30077 2.67114;0.0793425 -1.286 2.70206;319;
1525195570763;0.310157 0.486598 2.72724;0.268257 0.326015 2.73718;0.265396 0.247465 2.74088;0.255718 0.00721099 2.74214;0.241533 -0.320053 2.73333;0.446601 0.216571 2.74648;0.0921182 0.244151 2.77417;0.497316 -0.0628832 2.74648;0.027233 -0.0347833 2.7904;0.596798 -0.323524 2.70512;-0.0968946 -0.284844 2.71863;0.61877 -0.393759 2.69541;-0.140427 -0.35636 2.70278;0.455334 -1.30186 2.67236;0.0791069 -1.28613 2.70261;320;
1525195570798;0.310055 0.486288 2.72926;0.268046 0.326415 2.7393;0.265248 0.247805 2.74294;0.25575 0.0073875 2.74401;0.241784 -0.320067 2.73496;0.446751 0.216459 2.74786;0.0920523 0.243936 2.77508;0.497735 -0.0629271 2.74786;0.0270352 -0.0348663 2.79205;0.596899 -0.323625 2.70627;-0.09755 -0.284558 2.71971;0.618746 -0.39369 2.69442;-0.140729 -0.356815 2.70384;0.455167 -1.30175 2.67193;0.0794595 -1.2867 2.70244;321;
1525195570830;0.310334 0.486711 2.73129;0.268508 0.326945 2.74141;0.26565 0.24827 2.74502;0.255975 0.00766771 2.74599;0.241797 -0.320017 2.73679;0.447242 0.216472 2.75024;0.0924723 0.244441 2.77703;0.498215 -0.0629086 2.75024;0.0271324 -0.034377 2.79331;0.597224 -0.323454 2.70769;-0.0974068 -0.283942 2.72034;0.619118 -0.393669 2.69477;-0.14262 -0.356246 2.70423;0.454764 -1.30175 2.67235;0.0796363 -1.28649 2.70333;322;
1525195570916;0.31071 0.487584 2.73631;0.268918 0.327495 2.74526;0.265995 0.248795 2.74864;0.256143 0.00811986 2.74893;0.241778 -0.319663 2.7389;0.44826 0.216336 2.75444;0.0930539 0.244438 2.77977;0.498567 -0.0634863 2.75444;0.0274488 -0.0342561 2.79649;0.597599 -0.323647 2.70823;-0.0977585 -0.283147 2.72216;0.621372 -0.388942 2.69289;-0.140963 -0.355228 2.7037;0.454175 -1.30087 2.67004;0.0810886 -1.28497 2.70412;323;
1525195571027;0.311981 0.489156 2.74342;0.269942 0.32819 2.74925;0.267019 0.249448 2.75273;0.257151 0.00863897 2.7533;0.242734 -0.319342 2.74354;0.449195 0.21679 2.75749;0.093972 0.244656 2.78418;0.499903 -0.0628392 2.75749;0.0282959 -0.0340813 2.8004;0.598079 -0.322549 2.70861;-0.097529 -0.282277 2.72456;0.624607 -0.388288 2.69139;-0.138993 -0.354786 2.70773;0.454013 -1.30147 2.67051;0.0811838 -1.28446 2.70249;324;
1525195571049;0.312116 0.489694 2.74702;0.270614 0.328483 2.75212;0.267639 0.249681 2.75573;0.25759 0.00868014 2.75672;0.242884 -0.31959 2.74756;0.450071 0.217277 2.76005;0.0950957 0.244301 2.78737;0.500462 -0.0626234 2.76005;0.0292123 -0.0344373 2.80314;0.599058 -0.321966 2.70899;-0.0974286 -0.282146 2.72703;0.6259 -0.388992 2.69096;-0.137911 -0.353958 2.71112;0.454502 -1.30091 2.67044;0.0812188 -1.28477 2.70188;325;
1525195571116;0.313017 0.489737 2.75139;0.27151 0.329129 2.75556;0.268566 0.250264 2.75912;0.258608 0.0090875 2.75993;0.244017 -0.319395 2.7505;0.451244 0.218277 2.76337;0.096015 0.24421 2.78994;0.50113 -0.0620031 2.76337;0.0299773 -0.0344044 2.80635;0.600539 -0.320778 2.70943;-0.0965852 -0.281902 2.72928;0.627262 -0.384392 2.68928;-0.136335 -0.353488 2.7143;0.453679 -1.30108 2.67232;0.081162 -1.28492 2.70243;326;
1525195571150;0.313771 0.490339 2.7533;0.272457 0.32961 2.75923;0.269459 0.250704 2.76259;0.259349 0.0094159 2.76281;0.244577 -0.319192 2.75265;0.451906 0.218559 2.7651;0.0967321 0.244385 2.79307;0.501898 -0.0617013 2.7651;0.030933 -0.0343265 2.80913;0.601732 -0.320002 2.70992;-0.0954224 -0.281808 2.73161;0.627552 -0.382642 2.68936;-0.134179 -0.352321 2.71697;0.453179 -1.30185 2.67126;0.0809847 -1.285 2.70235;327;
1525195571185;0.314133 0.490734 2.75511;0.273008 0.329915 2.76117;0.269953 0.250985 2.76451;0.259671 0.00962582 2.76465;0.244683 -0.319071 2.75435;0.452653 0.21832 2.76693;0.0972132 0.244587 2.79561;0.502648 -0.0619458 2.76693;0.0316067 -0.0342851 2.81074;0.603337 -0.31974 2.71101;-0.0942072 -0.282234 2.73395;0.627923 -0.380971 2.6925;-0.133145 -0.353925 2.72012;0.453861 -1.30114 2.67107;0.0816687 -1.28616 2.70363;328;
1525195571217;0.314402 0.491205 2.75697;0.273315 0.330068 2.76239;0.270243 0.251114 2.76583;0.259896 0.00967475 2.76629;0.244788 -0.319157 2.75644;0.452999 0.218269 2.76806;0.0974342 0.244632 2.79876;0.503418 -0.0618772 2.76806;0.0323106 -0.034298 2.81428;0.604692 -0.319046 2.71087;-0.0934185 -0.282161 2.737;0.628919 -0.379823 2.69172;-0.132449 -0.354033 2.72269;0.453749 -1.30177 2.67094;0.0815685 -1.28615 2.70323;329;
1525195571251;0.314268 0.491352 2.75881;0.273592 0.330514 2.76546;0.270491 0.251526 2.76883;0.260063 0.00998969 2.76905;0.24486 -0.318957 2.75884;0.453288 0.218622 2.77015;0.0977565 0.244376 2.80136;0.504307 -0.06141 2.77015;0.0341575 -0.0346723 2.81861;0.604864 -0.318422 2.71127;-0.0923934 -0.281789 2.74011;0.629638 -0.380965 2.69359;-0.131902 -0.355023 2.72581;0.453485 -1.30275 2.6708;0.0809188 -1.28601 2.70234;330;
1525195571284;0.313914 0.491599 2.76037;0.273763 0.330058 2.76661;0.270676 0.251114 2.77005;0.260291 0.00973099 2.77049;0.245159 -0.318962 2.76063;0.45336 0.219103 2.7722;0.0981624 0.243162 2.80391;0.504687 -0.0610273 2.7722;0.0352094 -0.0359534 2.82165;0.605355 -0.317831 2.71164;-0.092317 -0.282338 2.74233;0.630544 -0.381526 2.69326;-0.132704 -0.354735 2.72992;0.453353 -1.30345 2.67093;0.0811776 -1.28619 2.70258;331;
1525195571464;0.307976 0.492326 2.77281;0.27112 0.329277 2.77644;0.268323 0.250454 2.77922;0.258743 0.00940553 2.77783;0.244494 -0.318939 2.76578;0.452937 0.22135 2.77758;0.0958791 0.241054 2.82408;0.505096 -0.0591173 2.77758;0.0369535 -0.0395815 2.83611;0.606004 -0.315733 2.71313;-0.0892735 -0.286465 2.75627;0.634795 -0.382026 2.69591;-0.125322 -0.359978 2.74729;0.452845 -1.30251 2.67191;0.0812215 -1.28624 2.70272;332;
1525195571630;0.299565 0.489673 2.78258;0.267365 0.327157 2.78833;0.264528 0.248524 2.79012;0.25498 0.00803636 2.7859;0.241059 -0.319661 2.77058;0.449298 0.220328 2.78264;0.0875275 0.23818 2.8472;0.504266 -0.059833 2.78264;0.0354542 -0.0435136 2.86105;0.605835 -0.315326 2.71301;-0.0855997 -0.297303 2.8001;0.625872 -0.379641 2.68866;-0.127742 -0.369147 2.78183;0.453938 -1.30362 2.67153;0.0812368 -1.28653 2.70275;333;
1525195571916;0.275076 0.490455 2.79953;0.243655 0.327067 2.80288;0.241614 0.248436 2.80506;0.234447 0.00803085 2.80172;0.223731 -0.319389 2.78676;0.420802 0.220944 2.80548;0.0722498 0.239182 2.85275;0.475364 -0.0585503 2.80548;0.0138217 -0.0389941 2.88177;0.58274 -0.309112 2.73312;-0.10984 -0.294358 2.83949;0.603963 -0.383544 2.71632;-0.159689 -0.383731 2.82681;0.453318 -1.30048 2.66973;0.0797079 -1.2881 2.70474;334;
1525195571951;0.273037 0.490535 2.80001;0.241145 0.327235 2.80408;0.239128 0.248648 2.8064;0.232048 0.00839155 2.80353;0.221436 -0.318773 2.78926;0.419351 0.220964 2.80664;0.0665184 0.239882 2.85491;0.474255 -0.0584702 2.80664;0.0115473 -0.0392208 2.8826;0.580299 -0.310539 2.73712;-0.110958 -0.294985 2.83905;0.600359 -0.383615 2.72405;-0.165133 -0.382697 2.82502;0.454264 -1.29739 2.66652;0.0784324 -1.2908 2.70581;335;
1525195572217;0.247678 0.487496 2.79736;0.223723 0.324767 2.80642;0.223768 0.246436 2.80963;0.221755 0.00681595 2.80885;0.21556 -0.319782 2.79733;0.406476 0.224536 2.81241;0.0488661 0.237868 2.855;0.465504 -0.0519703 2.81241;-0.00490286 -0.0426514 2.8749;0.570018 -0.313597 2.79394;-0.139535 -0.284708 2.79432;0.596801 -0.383986 2.78054;-0.194945 -0.372062 2.76687;0.454229 -1.29502 2.66277;0.0789147 -1.29321 2.71325;336;
1525195572431;0.245015 0.491013 2.79906;0.220508 0.327792 2.80383;0.221264 0.248732 2.80822;0.220798 0.00780981 2.80953;0.21629 -0.319004 2.80257;0.405036 0.225616 2.81299;0.0458732 0.238205 2.85146;0.466324 -0.0494874 2.81299;-0.00612575 -0.0439393 2.86083;0.576093 -0.308878 2.79866;-0.132052 -0.289378 2.77587;0.615221 -0.375467 2.79276;-0.173762 -0.37149 2.73946;0.454265 -1.29526 2.66289;0.0796076 -1.29163 2.71242;337;
1525195572498;0.244501 0.494179 2.80059;0.220556 0.330065 2.80203;0.221277 0.250623 2.80702;0.221019 0.00874977 2.80975;0.217872 -0.318386 2.80482;0.404603 0.226763 2.81307;0.0448465 0.239444 2.84728;0.467055 -0.0478024 2.81307;-0.00446826 -0.0433572 2.85504;0.578931 -0.306201 2.79949;-0.127135 -0.29013 2.76901;0.618129 -0.376007 2.78967;-0.164541 -0.374174 2.73733;0.454669 -1.29442 2.66626;0.0786442 -1.29289 2.71369;338;
1525195572582;0.246499 0.495508 2.80179;0.222346 0.331949 2.79943;0.222914 0.252296 2.80494;0.222539 0.00968718 2.80933;0.220774 -0.318267 2.80575;0.40581 0.227766 2.81243;0.0487444 0.240113 2.83885;0.469248 -0.046702 2.81243;-0.000396123 -0.0425676 2.84838;0.582375 -0.304107 2.79547;-0.119621 -0.291084 2.76249;0.618243 -0.374028 2.77579;-0.152645 -0.373196 2.72793;0.454674 -1.29407 2.66391;0.078744 -1.29351 2.71266;339;
1525195572923;0.297484 0.506206 2.80368;0.263082 0.342234 2.78158;0.260347 0.261913 2.78776;0.251763 0.016668 2.79596;0.241045 -0.315692 2.79579;0.445376 0.231595 2.78914;0.0853613 0.244362 2.82189;0.508256 -0.0440343 2.78914;0.0243955 -0.0355874 2.83618;0.617039 -0.298605 2.74483;-0.0995052 -0.283604 2.75622;0.646624 -0.37582 2.72634;-0.135658 -0.363486 2.73148;0.454595 -1.29506 2.66343;0.0787242 -1.29343 2.7115;340;
1525195572957;0.297685 0.506457 2.80407;0.264255 0.343021 2.78106;0.261792 0.262786 2.78711;0.253885 0.0176581 2.79498;0.243337 -0.315088 2.79463;0.446046 0.231127 2.78899;0.0871022 0.245251 2.82149;0.508821 -0.0445998 2.78899;0.0265853 -0.0347742 2.83603;0.617504 -0.299211 2.74429;-0.0958602 -0.283307 2.75529;0.646741 -0.375718 2.72219;-0.134941 -0.362795 2.73274;0.454499 -1.29624 2.66438;0.0810232 -1.28843 2.70684;341;
1525195573030;0.299885 0.507621 2.80727;0.267697 0.345104 2.77917;0.265236 0.264718 2.78502;0.257078 0.0190245 2.79248;0.245789 -0.31475 2.79176;0.449138 0.2298 2.78385;0.0920117 0.246105 2.81826;0.511041 -0.0456079 2.78385;0.0289616 -0.0330776 2.8352;0.618653 -0.300387 2.74067;-0.0936521 -0.281694 2.75502;0.648403 -0.378458 2.70945;-0.132786 -0.358722 2.73509;0.454314 -1.29626 2.66516;0.0812692 -1.28725 2.70623;342;
1525195573097;0.305384 0.508304 2.81271;0.277529 0.35102 2.77793;0.273672 0.269668 2.78341;0.261896 0.0215568 2.79027;0.247449 -0.314361 2.7892;0.454657 0.229809 2.77861;0.0982734 0.248067 2.81341;0.514262 -0.0462614 2.77861;0.0317324 -0.0300159 2.83273;0.619055 -0.301844 2.73333;-0.0921058 -0.278808 2.75539;0.645337 -0.381994 2.69896;-0.133473 -0.352675 2.73589;0.454228 -1.29781 2.66927;0.0812761 -1.28721 2.70619;343;
1525195573283;0.317679 0.505131 2.81699;0.295835 0.354544 2.77469;0.290044 0.272782 2.77933;0.272684 0.0232621 2.78406;0.252131 -0.314897 2.78005;0.465989 0.224846 2.76548;0.114996 0.252058 2.80117;0.523435 -0.0533303 2.76548;0.0420391 -0.0241664 2.82277;0.621924 -0.306926 2.69591;-0.0889304 -0.269775 2.74707;0.649203 -0.381015 2.66061;-0.133958 -0.338682 2.71471;0.453991 -1.29796 2.66917;0.0811704 -1.28714 2.70638;344;
1525195573424;0.322174 0.502992 2.81681;0.298848 0.352439 2.77237;0.293313 0.270877 2.77654;0.276462 0.021876 2.77927;0.25491 -0.315945 2.7717;0.469513 0.22359 2.76205;0.119014 0.252651 2.79771;0.526321 -0.0549939 2.76205;0.0464522 -0.0245421 2.81321;0.623656 -0.307782 2.68705;-0.0844983 -0.268017 2.7297;0.650699 -0.378928 2.64783;-0.127618 -0.33494 2.69255;0.453704 -1.29875 2.66873;0.0808654 -1.28611 2.70447;345;
